Fecha,Valor,M‡ximo,M’nimo
1/13/19,4.3,4.3,4.3
1/13/19,4.4,4.4,4.4
1/13/19,4.4,4.4,4.4
1/13/19,4.36,4.4,4.3
1/13/19,4.3,4.3,4.3
1/13/19,4.3,4.3,4.3
1/13/19,4.4,4.4,4.4
1/13/19,4.4,4.4,4.4
1/13/19,4.34,4.4,4.3
1/13/19,4.32,4.4,4.3
1/13/19,4.3,4.3,4.3
1/13/19,4.3,4.3,4.3
1/13/19,4.3,4.3,4.3
1/13/19,4.22,4.3,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.22,4.3,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.24,4.3,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.18,4.2,4.1
1/13/19,4.18,4.2,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.14,4.2,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.14,4.2,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.12,4.2,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.18,4.2,4.1
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.2,4.2,4.2
1/13/19,4.14,4.2,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.1,4.1,4.1
1/13/19,4.06,4.1,4
1/13/19,4.02,4.1,4
1/13/19,4,4,4
1/13/19,4,4,4
1/13/19,4.02,4.1,4
1/13/19,4.1,4.1,4.1
1/13/19,4.02,4.1,4
1/13/19,3.94,4,3.9
1/13/19,3.94,4,3.9
1/13/19,3.92,4,3.9
1/13/19,3.9,3.9,3.9
1/13/19,3.8,3.8,3.8
1/14/19,3.8,3.8,3.8
1/14/19,3.7,3.7,3.7
1/14/19,3.7,3.7,3.7
1/14/19,3.7,3.7,3.7
1/14/19,3.78,3.8,3.7
1/14/19,3.72,3.8,3.7
1/14/19,3.64,3.7,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.52,3.6,3.5
1/14/19,3.5,3.5,3.5
1/14/19,3.5,3.5,3.5
1/14/19,3.5,3.5,3.5
1/14/19,3.42,3.5,3.4
1/14/19,3.4,3.4,3.4
1/14/19,3.4,3.4,3.4
1/14/19,3.44,3.5,3.4
1/14/19,3.44,3.5,3.4
1/14/19,3.5,3.5,3.5
1/14/19,3.48,3.5,3.4
1/14/19,3.48,3.5,3.4
1/14/19,3.5,3.5,3.5
1/14/19,3.42,3.5,3.4
1/14/19,3.4,3.4,3.4
1/14/19,3.4,3.4,3.4
1/14/19,3.4,3.4,3.4
1/14/19,3.42,3.5,3.4
1/14/19,3.44,3.5,3.4
1/14/19,3.48,3.5,3.4
1/14/19,3.44,3.5,3.4
1/14/19,3.5,3.5,3.5
1/14/19,3.5,3.5,3.5
1/14/19,3.5,3.5,3.5
1/14/19,3.58,3.6,3.5
1/14/19,3.52,3.6,3.5
1/14/19,3.5,3.5,3.5
1/14/19,3.5,3.5,3.5
1/14/19,3.4,3.4,3.4
1/14/19,3.38,3.4,3.3
1/14/19,3.3,3.3,3.3
1/14/19,3.22,3.3,3.2
1/14/19,3.2,3.2,3.2
1/14/19,3.2,3.2,3.2
1/14/19,3.2,3.2,3.2
1/14/19,3.2,3.2,3.2
1/14/19,3.2,3.2,3.2
1/14/19,3.18,3.2,3.1
1/14/19,3.1,3.1,3.1
1/14/19,3.1,3.1,3.1
1/14/19,3.14,3.2,3.1
1/14/19,3.1,3.1,3.1
1/14/19,3.1,3.1,3.1
1/14/19,3.08,3.1,3
1/14/19,3.1,3.1,3.1
1/14/19,3.04,3.1,3
1/14/19,3.04,3.1,3
1/14/19,3,3,3
1/14/19,3,3,3
1/14/19,3,3,3
1/14/19,2.9,2.9,2.9
1/14/19,2.88,2.9,2.8
1/14/19,2.8,2.8,2.8
1/14/19,2.8,2.8,2.8
1/14/19,2.8,2.8,2.8
1/14/19,2.76,2.8,2.7
1/14/19,2.7,2.7,2.7
1/14/19,2.7,2.7,2.7
1/14/19,2.7,2.7,2.7
1/14/19,2.66,2.7,2.6
1/14/19,2.6,2.6,2.6
1/14/19,2.6,2.6,2.6
1/14/19,2.64,2.7,2.6
1/14/19,2.62,2.7,2.6
1/14/19,2.62,2.7,2.6
1/14/19,2.6,2.6,2.6
1/14/19,2.6,2.6,2.6
1/14/19,2.6,2.6,2.6
1/14/19,2.6,2.6,2.6
1/14/19,2.6,2.6,2.6
1/14/19,2.64,2.7,2.6
1/14/19,2.7,2.7,2.7
1/14/19,2.8,2.8,2.8
1/14/19,2.8,2.8,2.8
1/14/19,2.8,2.8,2.8
1/14/19,2.8,2.8,2.8
1/14/19,2.8,2.8,2.8
1/14/19,2.84,2.9,2.8
1/14/19,2.9,2.9,2.9
1/14/19,2.9,2.9,2.9
1/14/19,2.94,3,2.9
1/14/19,3.02,3.1,3
1/14/19,3.12,3.2,3
1/14/19,3.24,3.3,3.2
1/14/19,3.3,3.3,3.3
1/14/19,3.38,3.5,3.3
1/14/19,3.5,3.5,3.5
1/14/19,3.54,3.6,3.5
1/14/19,3.54,3.6,3.5
1/14/19,3.6,3.6,3.6
1/14/19,3.64,3.7,3.6
1/14/19,3.72,3.8,3.7
1/14/19,3.7,3.7,3.7
1/14/19,3.92,4,3.8
1/14/19,4.04,4.1,4
1/14/19,3.8,3.8,3.8
1/14/19,3.74,3.9,3.6
1/14/19,3.74,3.8,3.7
1/14/19,3.8,3.8,3.8
1/14/19,3.86,3.9,3.8
1/14/19,4.02,4.1,4
1/14/19,4.14,4.3,4
1/14/19,4.36,4.4,4.3
1/14/19,4.44,4.5,4.3
1/14/19,4.48,4.6,4.4
1/14/19,4.6,4.8,4.4
1/14/19,4.88,4.9,4.8
1/14/19,4.96,5,4.9
1/14/19,4.84,5,4.7
1/14/19,4.94,5,4.9
1/14/19,4.58,4.7,4.5
1/14/19,4.52,4.6,4.4
1/14/19,4.64,4.8,4.4
1/14/19,4.7,4.9,4.5
1/14/19,4.48,4.5,4.4
1/14/19,4.34,4.4,4.3
1/14/19,4.32,4.4,4.3
1/14/19,4.36,4.5,4.3
1/14/19,4.46,4.6,4.3
1/14/19,4.42,4.6,4.3
1/14/19,4.56,4.7,4.5
1/14/19,4.52,4.6,4.4
1/14/19,4.6,4.7,4.4
1/14/19,4.64,4.9,4.4
1/14/19,4.66,4.7,4.6
1/14/19,4.6,4.7,4.5
1/14/19,4.58,4.7,4.5
1/14/19,4.62,4.7,4.5
1/14/19,4.7,4.9,4.6
1/14/19,4.86,4.9,4.7
1/14/19,4.94,5,4.9
1/14/19,5.02,5.3,4.8
1/14/19,5,5.1,4.9
1/14/19,5.02,5.1,5
1/14/19,4.98,5.1,4.9
1/14/19,5.02,5.2,4.9
1/14/19,5.24,5.4,5.1
1/14/19,5.48,5.6,5.3
1/14/19,5.54,5.6,5.5
1/14/19,5.58,5.7,5.5
1/14/19,5.86,6,5.7
1/14/19,5.74,5.9,5.6
1/14/19,6.14,6.3,6
1/14/19,5.88,6,5.8
1/14/19,5.8,5.9,5.7
1/14/19,5.62,5.8,5.4
1/14/19,5.54,5.6,5.5
1/14/19,5.44,5.5,5.4
1/14/19,5.5,5.7,5.4
1/14/19,5.36,5.4,5.3
1/14/19,5.42,5.5,5.3
1/14/19,5.44,5.5,5.4
1/14/19,5.32,5.4,5.3
1/14/19,5.38,5.4,5.3
1/14/19,5.34,5.4,5.3
1/14/19,5.24,5.3,5.1
1/14/19,5.16,5.2,5.1
1/14/19,5.22,5.3,5.2
1/14/19,5.2,5.3,5.1
1/14/19,5.38,5.4,5.3
1/14/19,5.24,5.3,5.2
1/14/19,5.5,5.6,5.4
1/14/19,5.58,5.7,5.5
1/14/19,5.78,5.9,5.6
1/14/19,6.26,6.4,6
1/14/19,6.44,6.6,6.3
1/14/19,6.58,6.7,6.5
1/14/19,6.76,6.8,6.6
1/14/19,6.68,6.8,6.6
1/14/19,6.54,6.8,6.3
1/14/19,6.34,6.4,6.3
1/14/19,6.22,6.3,6.2
1/14/19,6.5,6.6,6.4
1/14/19,6.28,6.5,6
1/14/19,6,6.1,5.9
1/14/19,6.24,6.3,6.1
1/14/19,6.34,6.4,6.3
1/14/19,6.48,6.5,6.4
1/14/19,6.28,6.4,6.1
1/14/19,6.12,6.3,6
1/14/19,6.2,6.3,6.1
1/14/19,5.88,6.1,5.7
1/14/19,5.66,5.7,5.6
1/14/19,5.6,5.6,5.6
1/14/19,5.5,5.5,5.5
1/14/19,5.42,5.5,5.4
1/14/19,5.36,5.4,5.3
1/14/19,5.2,5.2,5.2
1/14/19,5.14,5.2,5.1
1/14/19,5.16,5.2,5.1
1/14/19,5.34,5.4,5.3
1/14/19,5.28,5.3,5.2
1/14/19,5.26,5.3,5.2
1/14/19,5.28,5.3,5.2
1/14/19,5.18,5.3,5
1/14/19,5.02,5.1,5
1/14/19,4.86,5,4.8
1/14/19,4.74,4.8,4.6
1/14/19,4.64,4.7,4.6
1/14/19,4.66,4.7,4.6
1/14/19,4.6,4.7,4.5
1/14/19,4.62,4.7,4.6
1/14/19,4.62,4.7,4.6
1/14/19,4.6,4.6,4.6
1/14/19,4.52,4.6,4.5
1/14/19,4.5,4.5,4.5
1/14/19,4.5,4.5,4.5
1/14/19,4.46,4.5,4.4
1/14/19,4.38,4.4,4.3
1/14/19,4.4,4.4,4.4
1/14/19,4.36,4.4,4.3
1/14/19,4.26,4.3,4.2
1/14/19,4.2,4.2,4.2
1/14/19,4.2,4.2,4.2
1/14/19,4.1,4.1,4.1
1/14/19,4.12,4.2,4.1
1/14/19,4.12,4.2,4.1
1/14/19,4.12,4.2,4.1
1/14/19,4.12,4.2,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.1,4.1,4.1
1/14/19,4.02,4.1,4
1/14/19,4,4,4
1/14/19,4,4,4
1/14/19,4,4,4
1/14/19,4,4,4
1/14/19,4,4,4
1/14/19,3.98,4,3.9
1/14/19,4,4,4
1/14/19,4,4,4
1/14/19,4,4,4
1/14/19,3.92,4,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.98,4,3.9
1/14/19,3.92,4,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.92,4,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.9,3.9,3.9
1/14/19,3.82,3.9,3.8
1/14/19,3.8,3.8,3.8
1/14/19,3.8,3.8,3.8
1/14/19,3.8,3.8,3.8
1/14/19,3.8,3.8,3.8
1/14/19,3.8,3.8,3.8
1/14/19,3.76,3.8,3.7
1/14/19,3.7,3.7,3.7
1/14/19,3.7,3.7,3.7
1/14/19,3.7,3.7,3.7
1/14/19,3.6,3.6,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.58,3.6,3.5
1/14/19,3.6,3.6,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.6,3.6,3.6
1/14/19,3.52,3.6,3.5
1/14/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.54,3.6,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.46,3.5,3.4
1/15/19,3.42,3.5,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.42,3.5,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.32,3.4,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.38,3.4,3.3
1/15/19,3.32,3.4,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.24,3.3,3.2
1/15/19,3.26,3.3,3.2
1/15/19,3.22,3.3,3.2
1/15/19,3.26,3.3,3.2
1/15/19,3.14,3.2,3.1
1/15/19,3.1,3.1,3.1
1/15/19,3.1,3.1,3.1
1/15/19,3.1,3.1,3.1
1/15/19,3.1,3.1,3.1
1/15/19,3.1,3.1,3.1
1/15/19,3.1,3.1,3.1
1/15/19,3.1,3.1,3.1
1/15/19,3.1,3.1,3.1
1/15/19,3.1,3.1,3.1
1/15/19,3.12,3.2,3.1
1/15/19,3.2,3.2,3.2
1/15/19,3.18,3.2,3.1
1/15/19,3.2,3.2,3.2
1/15/19,3.2,3.2,3.2
1/15/19,3.2,3.2,3.2
1/15/19,3.2,3.2,3.2
1/15/19,3.2,3.2,3.2
1/15/19,3.2,3.2,3.2
1/15/19,3.2,3.2,3.2
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.34,3.4,3.3
1/15/19,3.4,3.4,3.4
1/15/19,3.38,3.4,3.3
1/15/19,3.36,3.4,3.3
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.38,3.4,3.3
1/15/19,3.32,3.4,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.3,3.3,3.3
1/15/19,3.38,3.4,3.3
1/15/19,3.4,3.4,3.4
1/15/19,3.38,3.4,3.3
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.44,3.5,3.4
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.52,3.6,3.5
1/15/19,3.62,3.7,3.6
1/15/19,3.6,3.6,3.6
1/15/19,3.64,3.7,3.6
1/15/19,3.7,3.7,3.7
1/15/19,3.7,3.7,3.7
1/15/19,3.82,3.9,3.8
1/15/19,3.82,3.9,3.7
1/15/19,3.7,3.7,3.7
1/15/19,3.72,3.8,3.7
1/15/19,3.68,3.7,3.6
1/15/19,3.68,3.7,3.6
1/15/19,3.54,3.6,3.5
1/15/19,3.76,4,3.6
1/15/19,3.88,4,3.8
1/15/19,3.88,3.9,3.8
1/15/19,3.9,4,3.8
1/15/19,4.02,4.1,4
1/15/19,4.06,4.1,4
1/15/19,4.06,4.1,4
1/15/19,3.98,4,3.9
1/15/19,3.8,3.9,3.7
1/15/19,3.96,4,3.9
1/15/19,4.12,4.2,4
1/15/19,4.26,4.3,4.2
1/15/19,4.56,4.7,4.4
1/15/19,4.88,5,4.8
1/15/19,4.9,5,4.8
1/15/19,4.74,4.8,4.7
1/15/19,4.74,4.9,4.6
1/15/19,4.64,4.7,4.5
1/15/19,4.6,4.7,4.5
1/15/19,4.56,4.6,4.5
1/15/19,4.64,4.8,4.5
1/15/19,4.42,4.5,4.4
1/15/19,4.56,4.6,4.5
1/15/19,4.64,4.7,4.6
1/15/19,4.58,4.7,4.5
1/15/19,4.5,4.5,4.5
1/15/19,4.54,4.6,4.5
1/15/19,4.66,4.7,4.6
1/15/19,4.46,4.6,4.4
1/15/19,4.44,4.6,4.3
1/15/19,4.3,4.3,4.3
1/15/19,4.26,4.3,4.2
1/15/19,4.3,4.4,4.2
1/15/19,4.58,4.7,4.4
1/15/19,4.64,4.7,4.6
1/15/19,4.54,4.6,4.5
1/15/19,4.48,4.6,4.4
1/15/19,4.46,4.5,4.4
1/15/19,4.4,4.5,4.3
1/15/19,4.42,4.5,4.4
1/15/19,4.44,4.6,4.3
1/15/19,4.42,4.5,4.4
1/15/19,4.34,4.4,4.3
1/15/19,4.28,4.3,4.2
1/15/19,4.26,4.3,4.2
1/15/19,4.2,4.3,4.1
1/15/19,4.34,4.4,4.3
1/15/19,4.32,4.4,4.3
1/15/19,4.38,4.4,4.3
1/15/19,4.52,4.6,4.4
1/15/19,4.68,4.8,4.6
1/15/19,4.92,5,4.8
1/15/19,4.78,4.9,4.6
1/15/19,4.54,4.6,4.5
1/15/19,4.44,4.5,4.4
1/15/19,4.48,4.6,4.3
1/15/19,4.5,4.6,4.4
1/15/19,4.58,4.7,4.5
1/15/19,4.5,4.5,4.5
1/15/19,4.58,4.7,4.5
1/15/19,4.68,4.8,4.6
1/15/19,4.68,4.8,4.6
1/15/19,4.68,4.7,4.6
1/15/19,4.84,4.9,4.8
1/15/19,5,5.1,4.9
1/15/19,4.92,5,4.8
1/15/19,4.8,4.8,4.8
1/15/19,4.74,4.8,4.7
1/15/19,4.82,4.9,4.8
1/15/19,4.76,4.8,4.7
1/15/19,4.76,4.8,4.7
1/15/19,4.74,4.8,4.7
1/15/19,4.82,4.9,4.8
1/15/19,4.88,4.9,4.8
1/15/19,4.72,4.8,4.7
1/15/19,4.8,4.9,4.7
1/15/19,4.82,4.9,4.8
1/15/19,4.72,4.8,4.7
1/15/19,5.02,5.1,4.9
1/15/19,4.86,5,4.8
1/15/19,4.76,4.9,4.7
1/15/19,4.96,5.1,4.8
1/15/19,5.06,5.2,4.8
1/15/19,5.14,5.2,5.1
1/15/19,5.24,5.3,5.2
1/15/19,5.18,5.3,5.1
1/15/19,5.22,5.3,5.1
1/15/19,5.28,5.4,5.2
1/15/19,5.24,5.3,5.2
1/15/19,5.22,5.3,5.1
1/15/19,5.06,5.2,5
1/15/19,5.14,5.2,5.1
1/15/19,5.24,5.4,5.1
1/15/19,5.18,5.3,5.1
1/15/19,5.16,5.2,5.1
1/15/19,5.26,5.3,5.2
1/15/19,5.22,5.3,5.1
1/15/19,5.3,5.3,5.3
1/15/19,5.38,5.5,5.3
1/15/19,5.32,5.4,5.3
1/15/19,5.3,5.3,5.3
1/15/19,5.58,5.8,5.4
1/15/19,5.72,5.8,5.7
1/15/19,5.56,5.6,5.5
1/15/19,5.58,5.6,5.5
1/15/19,5.46,5.6,5.4
1/15/19,5.04,5.2,5
1/15/19,5,5,5
1/15/19,4.8,4.9,4.7
1/15/19,4.6,4.6,4.6
1/15/19,4.58,4.6,4.5
1/15/19,4.64,4.7,4.6
1/15/19,4.6,4.6,4.6
1/15/19,4.6,4.6,4.6
1/15/19,4.54,4.6,4.5
1/15/19,4.5,4.5,4.5
1/15/19,4.4,4.4,4.4
1/15/19,4.44,4.5,4.4
1/15/19,4.34,4.4,4.3
1/15/19,4.26,4.3,4.2
1/15/19,4.14,4.2,4.1
1/15/19,4.02,4.1,4
1/15/19,4,4,4
1/15/19,3.98,4,3.9
1/15/19,3.9,3.9,3.9
1/15/19,3.82,3.9,3.8
1/15/19,3.7,3.7,3.7
1/15/19,3.8,3.8,3.8
1/15/19,3.9,3.9,3.9
1/15/19,3.9,3.9,3.9
1/15/19,3.9,3.9,3.9
1/15/19,3.9,3.9,3.9
1/15/19,3.9,3.9,3.9
1/15/19,3.9,3.9,3.9
1/15/19,3.88,3.9,3.8
1/15/19,3.8,3.8,3.8
1/15/19,3.76,3.8,3.7
1/15/19,3.74,3.8,3.7
1/15/19,3.76,3.8,3.7
1/15/19,3.8,3.8,3.8
1/15/19,3.8,3.8,3.8
1/15/19,3.8,3.8,3.8
1/15/19,3.8,3.8,3.8
1/15/19,3.74,3.8,3.7
1/15/19,3.72,3.8,3.7
1/15/19,3.7,3.7,3.7
1/15/19,3.68,3.7,3.6
1/15/19,3.7,3.7,3.7
1/15/19,3.76,3.8,3.7
1/15/19,3.8,3.8,3.8
1/15/19,3.7,3.7,3.7
1/15/19,3.72,3.8,3.7
1/15/19,3.72,3.8,3.7
1/15/19,3.82,3.9,3.8
1/15/19,3.8,3.8,3.8
1/15/19,3.7,3.7,3.7
1/15/19,3.7,3.7,3.7
1/15/19,3.7,3.7,3.7
1/15/19,3.68,3.7,3.6
1/15/19,3.7,3.7,3.7
1/15/19,3.7,3.7,3.7
1/15/19,3.72,3.8,3.7
1/15/19,3.7,3.7,3.7
1/15/19,3.64,3.7,3.6
1/15/19,3.6,3.6,3.6
1/15/19,3.6,3.6,3.6
1/15/19,3.6,3.6,3.6
1/15/19,3.56,3.6,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.54,3.6,3.5
1/15/19,3.66,3.7,3.6
1/15/19,3.66,3.7,3.6
1/15/19,3.66,3.7,3.6
1/15/19,3.54,3.6,3.5
1/15/19,3.5,3.5,3.5
1/15/19,3.56,3.6,3.5
1/15/19,3.52,3.6,3.5
1/15/19,3.56,3.6,3.5
1/15/19,3.6,3.6,3.6
1/15/19,3.56,3.6,3.5
1/15/19,3.58,3.6,3.5
1/15/19,3.42,3.5,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.4,3.4,3.4
1/15/19,3.34,3.4,3.3
1/16/19,3.58,3.8,3.5
1/16/19,3.7,3.8,3.6
1/16/19,3.48,3.6,3.4
1/16/19,3.34,3.4,3.3
1/16/19,3.3,3.3,3.3
1/16/19,3.3,3.3,3.3
1/16/19,3.32,3.4,3.3
1/16/19,3.32,3.4,3.3
1/16/19,3.3,3.3,3.3
1/16/19,3.3,3.3,3.3
1/16/19,3.34,3.4,3.3
1/16/19,3.3,3.3,3.3
1/16/19,3.3,3.3,3.3
1/16/19,3.3,3.3,3.3
1/16/19,3.3,3.3,3.3
1/16/19,3.34,3.4,3.3
1/16/19,3.32,3.4,3.2
1/16/19,3.2,3.2,3.2
1/16/19,3.1,3.1,3.1
1/16/19,3.08,3.1,3
1/16/19,3,3,3
1/16/19,3,3,3
1/16/19,3,3,3
1/16/19,3,3,3
1/16/19,2.92,3,2.9
1/16/19,2.98,3,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.86,2.9,2.8
1/16/19,2.82,2.9,2.8
1/16/19,2.74,2.8,2.7
1/16/19,2.76,2.8,2.7
1/16/19,2.7,2.7,2.7
1/16/19,2.7,2.7,2.7
1/16/19,2.66,2.7,2.6
1/16/19,2.6,2.6,2.6
1/16/19,2.66,2.7,2.6
1/16/19,2.66,2.7,2.6
1/16/19,2.6,2.6,2.6
1/16/19,2.6,2.6,2.6
1/16/19,2.66,2.7,2.6
1/16/19,2.7,2.7,2.7
1/16/19,2.7,2.7,2.7
1/16/19,2.7,2.7,2.7
1/16/19,2.7,2.7,2.7
1/16/19,2.7,2.7,2.7
1/16/19,2.6,2.6,2.6
1/16/19,2.6,2.6,2.6
1/16/19,2.6,2.6,2.6
1/16/19,2.6,2.6,2.6
1/16/19,2.64,2.7,2.6
1/16/19,2.7,2.7,2.7
1/16/19,2.8,2.8,2.8
1/16/19,2.9,2.9,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.98,3,2.9
1/16/19,3.04,3.1,3
1/16/19,3.08,3.1,3
1/16/19,3.02,3.1,3
1/16/19,3,3,3
1/16/19,3.02,3.1,3
1/16/19,3.06,3.1,3
1/16/19,3.1,3.1,3.1
1/16/19,3.06,3.1,3
1/16/19,2.98,3.1,2.9
1/16/19,2.98,3,2.9
1/16/19,2.92,3,2.9
1/16/19,2.98,3,2.9
1/16/19,2.94,3,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.9,2.9,2.9
1/16/19,2.86,2.9,2.8
1/16/19,2.86,2.9,2.8
1/16/19,2.82,2.9,2.8
1/16/19,2.82,2.9,2.8
1/16/19,2.86,2.9,2.8
1/16/19,2.9,2.9,2.9
1/16/19,3.02,3.1,3
1/16/19,3.1,3.1,3.1
1/16/19,3.02,3.1,3
1/16/19,3.04,3.1,3
1/16/19,3,3,3
1/16/19,3,3,3
1/16/19,3,3,3
1/16/19,3.16,3.4,3
1/16/19,3.34,3.4,3.3
1/16/19,3.3,3.3,3.3
1/16/19,3.34,3.4,3.3
1/16/19,3.28,3.3,3.2
1/16/19,3.24,3.3,3.2
1/16/19,3.34,3.4,3.3
1/16/19,3.46,3.6,3.4
1/16/19,3.54,3.6,3.5
1/16/19,3.58,3.6,3.5
1/16/19,3.52,3.6,3.5
1/16/19,3.5,3.5,3.5
1/16/19,3.4,3.4,3.4
1/16/19,3.46,3.6,3.4
1/16/19,3.66,3.7,3.6
1/16/19,3.78,3.8,3.7
1/16/19,3.8,3.8,3.8
1/16/19,3.78,3.9,3.7
1/16/19,3.96,4.1,3.9
1/16/19,4.08,4.2,4
1/16/19,3.98,4,3.9
1/16/19,3.86,3.9,3.8
1/16/19,3.86,3.9,3.8
1/16/19,3.78,3.8,3.7
1/16/19,3.88,3.9,3.8
1/16/19,3.9,4,3.8
1/16/19,4.02,4.1,4
1/16/19,3.92,4,3.9
1/16/19,3.8,3.8,3.8
1/16/19,3.8,3.8,3.8
1/16/19,3.78,3.8,3.7
1/16/19,3.86,3.9,3.8
1/16/19,3.92,4,3.9
1/16/19,3.96,4.1,3.9
1/16/19,3.8,3.8,3.8
1/16/19,3.98,4,3.9
1/16/19,4.22,4.4,4
1/16/19,4.36,4.4,4.3
1/16/19,4.36,4.4,4.3
1/16/19,4.54,4.7,4.4
1/16/19,4.5,4.6,4.4
1/16/19,4.42,4.5,4.4
1/16/19,4.4,4.5,4.3
1/16/19,4.24,4.3,4.2
1/16/19,4.34,4.4,4.3
1/16/19,4.32,4.4,4.3
1/16/19,4.34,4.4,4.2
1/16/19,4.14,4.2,4.1
1/16/19,4.16,4.2,4.1
1/16/19,4.14,4.2,4.1
1/16/19,4.12,4.2,4.1
1/16/19,4.1,4.1,4.1
1/16/19,4.2,4.3,4.1
1/16/19,4.14,4.2,4.1
1/16/19,4.16,4.2,4.1
1/16/19,4.3,4.4,4.2
1/16/19,4.18,4.2,4.1
1/16/19,4.12,4.2,4.1
1/16/19,4.2,4.3,4.1
1/16/19,4.2,4.2,4.2
